IP Address,Occurrences
86.13.23.75,1
112.54.28.118,1
150.170.89.191,1
242.215.151.239,1
188.243.159.145,1
245.52.215.11,1
223.109.149.182,1
205.108.174.211,1
46.173.93.175,1
150.103.92.45,1
250.232.57.215,1
24.177.204.157,1
103.116.55.185,1
48.230.252.4,1
46.212.48.216,1
174.187.165.253,1
96.216.80.168,1
195.178.221.125,1
145.42.246.19,1
70.58.207.179,1
226.133.233.176,1
18.247.216.250,1
156.38.116.16,1
175.90.96.72,1
34.92.68.33,1
252.233.130.238,1
87.226.51.59,1
10.163.40.52,1
163.29.26.246,1
178.85.98.231,1
13.248.226.146,1
105.145.178.204,1
218.100.79.87,1
80.96.187.252,1
99.250.151.240,1
58.207.187.77,1
144.51.51.190,1
244.47.233.236,1
191.218.57.29,1
60.136.244.57,1
203.106.211.100,1
237.129.168.216,1
133.104.167.40,1
197.188.247.28,1
198.174.7.135,1
96.163.168.114,1
183.129.140.241,1
155.167.83.250,1
76.133.217.70,1
132.41.219.170,1
127.26.144.101,1
203.103.137.187,1
12.175.81.142,1
162.63.236.15,1
12.180.123.83,1
147.251.7.78,1
226.39.196.228,1
136.242.25.41,1
28.14.0.202,1
52.134.255.253,1
201.29.210.121,1
134.195.73.132,1
92.91.247.162,1
108.122.156.213,1
189.169.122.8,1
219.108.113.88,1
224.24.72.69,1
126.219.75.140,1
131.249.119.41,1
190.57.231.252,1
68.49.45.12,1
68.161.232.192,1
86.254.211.201,1
227.140.127.35,1
35.219.98.252,1
241.98.21.52,1
110.43.170.241,1
178.206.222.85,1
171.198.226.70,1
89.168.123.64,1
247.35.185.132,1
86.180.208.76,1
122.162.234.34,1
71.72.199.85,1
146.65.69.44,1
107.82.67.204,1
33.80.150.31,1
129.61.7.8,1
137.98.66.192,1
115.140.225.254,1
69.33.203.101,1
121.184.25.213,1
105.168.17.203,1
199.3.180.142,1
92.46.15.139,1
230.63.172.100,1
236.147.2.181,1
50.205.208.117,1
41.236.205.247,1
184.47.80.107,1
33.207.44.87,1
175.90.14.227,1
244.205.117.165,1
43.240.24.76,1
243.27.65.51,1
160.138.15.119,1
225.247.167.241,1
183.244.156.237,1
44.97.212.91,1
75.83.162.140,1
238.174.150.66,1
249.157.30.248,1
176.180.185.205,1
93.110.180.190,1
21.154.197.76,1
206.244.186.116,1
226.52.231.31,1
16.132.211.29,1
137.145.73.173,1
60.109.60.35,1
220.49.222.115,1
58.26.245.188,1
236.72.73.140,1
33.97.191.248,1
194.236.190.97,1
220.40.242.76,1
27.51.234.183,1
117.241.66.194,1
187.232.110.207,1
48.140.155.116,1
156.229.234.236,1
78.13.53.77,1
130.149.134.179,1
27.66.198.245,1
153.41.106.62,1
23.167.41.14,1
94.179.72.58,1
14.2.211.195,1
227.240.133.206,1
124.11.64.109,1
42.73.160.115,1
161.50.16.116,1
132.64.251.85,1
245.187.179.73,1
23.151.40.144,1
214.223.133.82,1
82.246.47.129,1
60.3.212.83,1
20.41.226.15,1
175.64.74.1,1
165.87.62.42,1
220.10.27.186,1
151.2.118.168,1
251.15.68.61,1
111.28.167.246,1
253.220.24.51,1
211.252.187.239,1
53.36.151.74,1
71.158.192.131,1
152.160.75.203,1
39.3.90.215,1
80.225.22.94,1
14.185.69.107,1
99.221.140.66,1
179.57.230.188,1
183.10.226.76,1
40.18.191.187,1
207.130.130.19,1
125.207.105.114,1
247.13.143.229,1
193.153.152.245,1
45.114.196.235,1
158.167.121.104,1
32.157.56.91,1
222.85.87.225,1
85.134.33.241,1
120.88.227.195,1
208.149.93.161,1
255.111.31.130,1
91.217.235.95,1
130.177.192.215,1
247.241.159.148,1
110.26.188.247,1
225.70.243.135,1
67.128.92.148,1
134.29.44.125,1
92.214.182.121,1
93.178.152.174,1
208.216.109.231,1
114.29.58.120,1
126.253.239.80,1
45.92.36.242,1
218.119.43.1,1
142.46.226.6,1
72.167.225.218,1
199.108.247.53,1
167.116.119.71,1
71.3.24.194,1
190.114.6.255,1
101.120.60.11,1
68.79.92.140,1
24.28.171.158,1
91.32.134.210,1
183.3.64.157,1
96.151.36.136,1
135.176.149.65,1
88.179.175.167,1
201.33.193.246,1
145.109.43.131,1
10.237.21.245,1
213.189.101.17,1
251.74.25.17,1
117.158.18.217,1
18.76.72.210,1
81.115.9.34,1
93.102.140.91,1
49.79.230.40,1
27.190.78.81,1
222.20.223.111,1
191.226.200.19,1
253.195.7.216,1
31.197.197.209,1
48.32.10.89,1
89.247.178.238,1
102.219.102.245,1
170.196.247.61,1
175.41.89.167,1
200.62.19.25,1
103.134.28.200,1
130.94.42.19,1
115.105.59.117,1
198.50.7.122,1
200.124.102.242,1
129.241.73.21,1
180.11.54.98,1
188.58.232.142,1
93.119.161.40,1
62.202.133.170,1
159.66.147.74,1
254.251.69.96,1
10.191.134.141,1
48.247.141.221,1
45.82.200.114,1
170.154.206.223,1
197.183.106.102,1
90.245.44.40,1
86.241.239.149,1
126.26.130.192,1
158.97.16.171,1
72.188.35.2,1
34.240.187.42,1
122.222.97.38,1
137.254.120.55,1
11.251.242.19,1
22.239.6.237,1
78.224.207.210,1
71.136.120.163,1
185.239.84.131,1
82.54.57.68,1
32.63.140.218,1
174.246.90.173,1
21.110.98.165,1
184.235.69.126,1
23.147.61.95,1
114.247.149.20,1
172.156.225.210,1
111.112.181.26,1
106.48.59.196,1
65.75.178.174,1
243.191.248.117,1
236.24.121.0,1
72.143.12.144,1
70.25.42.5,1
144.108.129.186,1
244.29.254.133,1
62.211.114.201,1
161.160.165.98,1
43.120.221.255,1
78.98.163.202,1
209.1.61.2,1
205.193.201.141,1
72.8.0.70,1
179.120.11.123,1
152.211.246.112,1
204.167.48.40,1
192.103.61.40,1
82.110.190.207,1
151.19.108.105,1
165.255.119.210,1
223.177.156.37,1
233.251.97.185,1
242.205.222.163,1
31.27.167.12,1
141.21.55.209,1
89.31.85.224,1
13.86.58.4,1
194.88.111.124,1
231.150.170.237,1
251.30.37.55,1
180.185.182.190,1
67.9.112.189,1
18.89.242.174,1
112.192.121.231,1
38.169.211.86,1
151.215.206.31,1
189.31.140.39,1
129.187.31.5,1
234.198.85.172,1
220.129.145.232,1
125.17.6.252,1
45.229.97.188,1
70.229.114.132,1
141.123.47.91,1
82.174.35.195,1
32.196.195.43,1
121.132.199.231,1
113.239.54.88,1
58.162.174.34,1
14.143.111.82,1
197.5.197.193,1
40.72.58.2,1
201.65.230.229,1
79.32.213.183,1
23.62.228.70,1
25.233.141.244,1
110.147.65.116,1
156.27.103.80,1
124.218.112.242,1
156.208.229.48,1
155.255.63.175,1
244.91.113.21,1
235.46.236.187,1
207.239.67.112,1
43.28.35.69,1
155.139.155.142,1
210.68.188.30,1
207.77.85.126,1
153.233.194.220,1
247.4.186.76,1
135.142.8.94,1
60.19.191.208,1
165.245.61.154,1
210.57.72.27,1
237.117.49.121,1
86.178.42.89,1
15.92.8.155,1
179.188.65.145,1
74.26.101.17,1
15.236.7.89,1
118.17.86.95,1
125.24.150.70,1
36.39.197.1,1
79.116.85.64,1
124.231.255.128,1
207.161.73.3,1
141.50.113.99,1
49.233.29.252,1
24.5.114.12,1
29.234.97.23,1
225.91.188.102,1
186.125.115.186,1
82.134.110.160,1
89.122.179.7,1
200.45.30.19,1
199.228.190.163,1
203.227.133.234,1
232.23.210.68,1
146.247.234.76,1
227.11.67.188,1
15.106.78.157,1
82.31.44.100,1
216.107.251.32,1
246.184.110.48,1
92.107.44.171,1
87.237.10.245,1
175.59.103.63,1
144.246.114.11,1
116.85.219.210,1
194.72.239.118,1
240.111.204.65,1
225.25.154.4,1
38.195.127.204,1
173.201.212.170,1
210.186.233.216,1
209.190.111.165,1
45.25.61.229,1
145.75.83.251,1
23.210.86.216,1
239.56.243.246,1
105.184.48.25,1
131.231.164.220,1
220.33.242.129,1
71.56.137.186,1
99.36.4.81,1
111.217.13.223,1
182.107.204.77,1
148.13.75.67,1
209.117.66.176,1
126.78.220.137,1
217.122.149.215,1
43.198.199.19,1
221.42.26.48,1
156.20.225.141,1
32.194.172.127,1
152.91.92.32,1
144.136.254.74,1
226.174.156.251,1
144.49.160.119,1
140.193.149.189,1
208.201.39.197,1
132.60.74.17,1
27.158.166.121,1
202.32.119.24,1
145.61.3.195,1
204.96.144.36,1
225.133.76.240,1
163.140.77.52,1
138.28.93.119,1
43.32.196.59,1
20.42.102.251,1
117.120.110.95,1
180.21.113.73,1
182.217.89.37,1
27.183.48.198,1
33.44.200.94,1
35.6.113.245,1
10.162.18.70,31
205.34.80.69,1
97.57.178.71,1
173.85.119.62,1
207.196.179.218,1
29.19.141.146,1
100.12.207.240,1
38.218.225.202,1
245.23.242.38,1
62.101.76.215,1
142.177.14.20,1
212.156.187.192,1
157.169.202.216,1
76.231.203.226,1
23.196.230.185,1
160.225.220.234,1
170.13.178.202,1
58.232.241.123,1
118.5.15.246,1
217.106.151.232,1
141.153.21.211,1
54.215.221.22,1
21.242.74.147,1
231.140.173.192,1
157.114.31.108,1
249.179.228.107,1
116.104.102.20,1
210.52.117.235,1
195.35.158.184,1
135.169.235.169,1
175.230.124.223,1
255.112.187.211,1
99.76.48.144,1
97.45.144.152,1
251.78.147.209,1
230.162.72.3,1
49.154.18.183,1
28.3.5.83,1
138.99.244.114,1
158.208.203.226,1
188.143.114.72,1
115.119.245.254,1
136.132.17.215,1
205.243.2.113,1
106.77.207.208,1
201.186.184.22,1
160.105.116.171,1
111.200.160.36,1
199.71.153.134,1
90.141.60.26,1
39.81.192.255,1
69.193.231.156,1
161.234.176.155,1
228.183.223.4,1
156.3.248.123,1
79.113.54.140,1
163.110.180.19,1
63.181.141.135,1
107.160.135.53,1
21.18.20.118,1
226.170.187.221,1
15.156.7.17,1
33.29.249.65,1
58.28.41.14,1
160.110.24.207,1
209.11.85.203,1
203.230.248.180,1
214.97.16.197,1
38.47.186.202,1
104.175.21.75,1
61.47.184.125,1
185.100.107.178,1
252.7.251.178,1
167.96.203.209,1
17.231.15.97,1
234.152.221.110,1
79.67.226.202,1
139.122.164.15,1
109.35.29.43,1
180.2.21.142,1
33.178.105.32,1
52.17.251.238,1
73.74.15.112,1
84.226.47.253,1
217.188.101.16,1
231.26.245.32,1
114.14.25.168,1
85.179.202.196,1
138.149.203.114,1
118.26.234.37,1
196.99.215.122,1
255.14.8.109,1
224.210.224.220,1
246.218.57.151,1
219.188.172.100,1
206.251.33.158,1
238.84.253.217,1
165.82.85.97,1
84.199.62.72,1
106.93.28.137,1
241.164.171.75,1
172.64.67.97,1
203.219.195.87,1
204.172.217.118,1
243.175.225.77,1
187.140.224.252,1
75.37.118.69,1
235.110.83.98,1
242.118.10.231,1
130.35.161.44,1
31.241.19.144,1
117.78.71.239,1
195.51.164.6,1
141.158.85.19,1
139.177.121.113,1
230.215.106.39,1
87.27.91.112,1
43.225.33.150,1
43.32.68.59,1
254.38.14.129,1
174.139.132.219,1
25.138.83.214,1
212.155.74.124,1
249.190.89.183,1
171.119.71.145,1
238.99.238.110,1
212.195.216.19,1
114.194.130.213,1
241.93.175.19,1
160.164.228.220,1
114.176.210.171,1
119.142.53.189,1
213.78.65.166,1
56.208.30.25,1
194.215.183.25,1
192.67.152.101,1
152.93.160.254,1
123.102.32.247,1
184.202.231.73,1
185.79.109.29,1
249.26.44.176,1
44.38.216.244,1
114.93.234.68,1
200.205.241.164,1
41.239.253.151,1
26.115.135.162,1
88.209.39.43,1
44.224.126.145,1
51.253.45.16,1
75.209.182.35,1
249.156.163.145,1
66.74.224.55,1
11.67.19.186,1
240.97.53.254,1
78.52.233.23,1
125.195.142.205,1
156.254.77.190,1
206.182.254.121,1
99.71.201.58,1
147.238.246.147,1
228.108.15.101,1
210.155.76.167,1
213.253.119.204,1
193.220.246.116,1
229.175.24.30,1
139.12.29.60,1
156.165.228.80,1
41.105.20.71,1
43.91.46.100,1
237.143.62.140,1
132.180.6.21,1
156.187.244.34,1
33.177.146.16,1
177.47.26.53,1
81.16.133.55,1
69.53.85.68,1
74.233.2.219,1
26.32.207.22,1
149.81.240.185,1
205.57.118.222,1
118.224.96.169,1
99.32.213.187,1
167.157.18.94,1
219.134.225.241,1
214.221.156.223,1
101.107.9.25,1
36.120.237.43,1
64.255.88.128,1
71.155.255.136,1
156.19.219.245,1
88.7.174.104,1
130.46.47.207,1
23.197.238.207,1
139.34.233.248,1
138.8.154.15,1
189.167.22.1,1
17.140.199.201,1
185.0.140.226,1
239.243.243.81,1
161.55.153.132,1
234.172.21.190,1
155.195.46.232,1
233.11.217.109,1
198.173.167.189,1
66.225.1.136,1
35.78.238.5,1
106.212.151.158,1
217.180.100.150,1
74.244.244.205,1
223.234.51.132,1
149.63.121.37,1
60.172.166.117,1
39.170.93.239,1
108.197.39.2,1
172.37.86.23,1
36.188.249.210,1
37.59.182.106,1
125.138.19.114,1
254.136.215.41,1
161.129.115.27,1
29.99.131.69,1
164.18.255.229,1
112.222.110.8,1
15.160.236.53,1
95.61.252.147,1
177.78.158.128,1
132.240.220.75,1
46.238.7.130,1
11.175.239.96,1
26.47.111.161,1
180.168.148.122,1
195.5.87.65,1
190.169.254.211,1
211.176.37.126,1
44.2.77.1,1
207.207.215.76,1
210.200.243.219,1
140.238.149.85,1
119.32.55.239,1
250.50.145.16,1
79.94.223.36,1
57.33.163.239,1
178.73.155.22,1
64.220.89.229,1
241.181.213.247,1
166.82.74.14,1
52.177.254.135,1
161.243.102.228,1
221.8.144.128,1
248.154.37.218,1
64.29.174.191,1
204.53.20.148,1
26.248.235.232,1
212.156.12.155,1
15.178.246.248,1
103.195.127.121,1
254.67.226.44,1
143.30.5.77,1
102.215.110.169,1
114.18.231.19,1
107.173.33.23,1
40.210.115.2,1
209.109.27.135,1
67.215.69.177,1
156.216.62.146,1
40.10.109.21,1
229.167.68.149,1
127.104.72.119,1
246.112.166.84,1
132.89.239.58,1
186.246.86.141,1
33.104.94.57,1
213.36.246.131,1
133.71.190.241,1
180.191.153.118,1
251.51.205.107,1
190.39.183.92,1
139.133.2.62,1
180.235.48.122,1
143.159.255.120,1
121.195.114.194,1
143.107.233.182,1
93.187.220.117,1
63.11.4.185,1
233.207.5.97,1
59.1.85.252,1
188.183.206.42,1
228.28.132.98,1
15.207.47.233,1
200.44.155.201,1
76.148.190.173,1
21.156.140.84,1
82.112.238.51,1
96.85.167.155,1
73.10.3.190,1
155.104.27.35,1
141.45.219.75,1
58.247.163.121,1
31.25.168.127,1
234.172.136.94,1
141.226.20.117,1
164.254.31.160,1
104.159.116.208,1
250.153.3.109,1
129.116.149.60,1
77.154.102.57,1
192.182.240.121,1
122.75.187.173,1
72.187.2.91,1
166.147.138.67,1
160.183.137.198,1
155.78.20.38,1
239.94.123.78,1
21.194.222.171,1
94.185.170.181,1
249.142.117.234,1
248.72.24.200,1
118.48.176.59,1
189.141.95.11,1
234.93.16.18,1
14.189.83.152,1
238.101.5.140,1
186.75.147.5,1
114.22.12.185,1
107.73.223.62,1
17.159.238.176,1
31.87.110.225,1
10.35.18.18,1
237.70.115.178,1
190.169.137.221,1
22.98.199.33,1
96.221.210.113,1
47.178.221.116,1
128.0.202.189,1
173.20.107.84,1
75.54.6.142,1
41.68.214.232,1
118.6.125.18,1
248.204.245.164,1
43.72.135.94,1
115.181.67.115,1
113.133.219.12,1
227.42.202.100,1
248.179.86.8,1
249.201.7.184,1
19.195.189.246,1
68.193.153.35,1
11.218.197.98,1
122.176.182.169,1
220.90.197.73,1
11.30.214.234,1
104.165.30.70,1
21.98.71.71,1
205.20.168.84,1
196.19.158.75,1
77.140.200.104,1
230.253.214.48,1
41.77.1.168,1
41.105.141.67,1
76.158.253.208,1
25.215.162.251,1
213.100.100.53,1
221.46.130.253,1
76.79.47.77,1
63.128.108.140,1
17.58.239.119,1
171.243.180.194,1
63.6.97.224,1
46.16.234.36,1
211.163.44.42,1
35.76.64.72,1
125.243.55.18,1
122.135.24.11,1
78.255.41.69,1
226.42.166.137,1
143.47.132.237,1
234.76.197.143,1
127.34.11.240,1
10.117.192.139,1
119.186.5.214,1
149.80.45.68,1
111.203.114.191,1
110.162.61.49,1
226.145.195.86,1
246.211.254.103,1
201.29.87.203,1
58.226.121.225,1
160.7.163.134,1
83.149.128.79,1
87.61.90.97,1
186.163.89.3,1
236.102.204.55,1
243.178.97.9,1
112.38.252.65,1
69.188.132.11,1
173.83.72.60,1
19.72.58.208,1
234.84.91.162,1
197.135.38.45,1
95.131.64.52,1
81.168.28.22,1
187.156.165.46,1
41.162.122.136,1
20.254.246.160,1
109.164.231.75,1
102.40.247.8,1
236.107.46.21,1
53.213.127.122,1
214.246.148.131,1
74.173.198.205,1
155.75.67.101,1
46.90.218.191,1
223.62.118.56,1
241.81.112.50,1
242.121.227.11,1
245.10.92.84,1
75.170.209.154,1
89.78.187.218,1
38.53.93.240,1
197.171.210.63,1
99.13.7.203,1
56.66.93.27,1
183.241.152.4,1
24.123.120.219,1
143.237.110.158,1
216.187.108.173,1
143.135.181.255,1
157.110.1.168,1
158.76.70.127,1
231.156.160.171,1
141.220.142.156,1
87.13.185.245,1
217.127.247.34,1
88.71.50.156,1
111.222.28.117,1
176.123.118.33,1
159.219.129.155,1
96.12.111.174,1
227.225.179.211,1
28.163.178.191,1
245.19.18.201,1
228.65.79.51,1
108.36.97.125,1
92.53.114.152,1
38.129.227.176,1
130.131.6.35,1
201.10.191.115,1
33.55.65.27,1
112.117.45.106,1
213.226.124.44,1
68.50.48.172,1
217.56.66.152,1
134.36.153.6,1
143.247.229.29,1
170.207.240.180,1
135.209.123.142,1
152.139.30.207,1
20.22.104.78,1
167.165.68.4,1
68.196.182.51,1
36.177.32.133,1
34.134.33.65,1
177.216.185.112,1
218.74.241.182,1
14.1.30.112,1
163.187.23.57,1
255.179.155.255,1
19.151.205.254,1
220.161.159.202,1
140.210.57.4,1
216.208.62.76,1
174.189.49.173,1
249.54.60.10,1
12.150.15.189,1
60.121.239.83,1
186.196.19.212,1
227.123.83.128,1
150.220.111.10,1
249.224.108.141,1
52.205.32.143,1
162.149.108.7,1
217.142.94.92,1
91.176.229.72,1
59.234.119.200,1
216.149.107.12,1
228.235.171.247,1
246.245.124.96,1
161.53.246.24,1
106.105.142.91,1
218.169.29.211,1
146.214.222.141,1
82.136.207.44,1
243.126.127.27,1
103.208.113.228,1
67.238.187.246,1
202.137.250.140,1
251.82.90.185,1
211.0.119.67,1
13.158.62.126,1
136.180.192.66,1
141.127.206.167,1
77.101.38.148,1
59.224.136.59,1
200.128.63.48,1
40.140.87.178,1
251.109.47.187,1
182.188.105.25,1
106.136.99.185,1
85.93.210.199,1
164.22.68.109,1
199.194.56.82,1
114.112.72.253,1
55.29.239.192,1
167.19.50.180,1
32.111.193.127,1
234.210.38.216,1
84.91.214.139,1
127.70.7.79,1
29.185.47.65,1
189.253.95.188,1
217.184.154.154,1
50.39.208.219,1
92.117.108.79,1
241.189.171.103,1
198.222.32.120,1
150.226.10.126,1
242.215.69.209,1
41.120.195.75,1
181.84.17.226,1
245.79.49.85,1
98.249.187.174,1
135.21.98.79,1
170.112.239.197,1
14.86.112.95,1
82.30.210.81,1
223.166.70.96,1
236.91.132.251,1
68.5.155.119,1
153.154.228.231,1
24.40.237.32,1
84.54.222.235,1
26.56.163.170,1
105.155.233.218,1
194.82.249.12,1
188.181.151.173,1
166.52.81.107,1
84.15.151.217,1
83.241.133.56,1
189.81.101.166,1
60.20.7.91,1
201.233.90.96,1
107.204.248.83,1
16.82.208.105,1
201.55.24.196,1
192.174.37.156,1
35.28.8.188,1
144.246.51.12,1
117.251.221.32,1
54.23.253.126,1
49.234.243.239,1
206.179.95.115,1
192.117.166.126,1
115.241.29.126,1
11.85.127.52,1
29.241.207.133,1
182.96.245.166,1
131.29.255.94,1
216.86.160.79,1
99.162.10.194,1
195.52.3.180,1
131.218.1.65,1
36.239.222.24,1
175.1.112.253,1
172.98.136.179,1
40.102.28.15,1
61.55.209.112,1
86.245.243.47,1
116.142.96.160,1
213.86.17.124,1
38.161.81.244,1
175.209.155.163,1
182.245.94.165,1
223.194.78.51,1
144.213.212.2,1
224.148.115.153,1
243.200.172.212,1
226.100.6.124,1
69.200.59.231,1
55.134.191.9,1
103.207.140.237,1
42.79.199.64,1
213.122.81.82,1
126.95.6.185,1
225.57.233.9,1
109.0.72.236,1
103.16.71.109,1
106.62.236.232,1
112.228.141.227,1
157.205.89.5,1
226.201.87.68,1
48.209.137.221,1
153.225.112.141,1
167.160.96.175,1
138.208.42.155,1
144.122.166.80,1
78.98.201.180,1
165.233.246.171,1
56.200.251.12,1
77.172.18.255,1
144.44.230.182,1
250.1.254.31,1
119.214.221.132,1
12.79.216.94,1
158.127.102.202,1
10.235.176.193,1
124.110.16.182,1
43.166.72.55,1
18.53.188.84,1
243.45.99.181,1
115.68.218.74,1
175.87.111.237,1
116.20.229.203,1
152.54.158.189,1
35.150.59.215,1
51.140.78.135,1
54.134.124.181,1
162.78.186.219,1
172.229.20.51,1
58.176.126.154,1
208.207.46.167,1
230.154.238.65,1
103.14.92.90,1
28.47.231.163,1
91.173.42.128,1
17.252.157.138,1
98.75.72.99,1
142.55.17.33,1
76.223.203.73,1
43.94.26.239,1
247.145.155.181,1
57.24.254.24,1
245.52.109.26,1
98.182.37.65,1
198.68.42.46,1
50.190.80.16,1
211.27.138.223,1
198.131.50.44,1
203.17.94.112,1
26.237.181.15,1
117.31.255.33,1
76.85.45.99,1
74.213.127.83,1
178.115.199.238,1
208.179.70.130,1
158.70.113.150,1
104.185.0.229,1
164.207.45.154,1
208.68.177.148,1
50.120.20.193,1
176.25.136.44,1
196.42.59.236,1
70.80.108.154,1
205.251.241.153,1
207.86.23.70,1
110.92.13.243,1
215.240.131.60,1
78.157.163.178,1
195.64.237.112,1
218.96.44.216,1
107.1.207.45,1
54.230.53.81,1
49.56.142.156,1
127.210.216.73,1
68.105.207.223,1
101.109.12.44,1
22.62.113.184,1
254.8.204.140,1
161.123.127.51,1
69.137.43.152,1
196.146.27.253,1
179.143.53.103,1
249.189.169.66,1
50.8.205.57,1
126.29.81.79,1
147.155.108.220,1
116.43.164.73,1
240.245.209.199,1
139.234.245.125,1
204.54.204.43,1
129.110.19.87,1
198.4.150.150,1
130.169.179.235,1
24.196.160.68,1
23.184.32.65,1
39.54.101.196,1
95.159.176.0,1
14.33.162.2,1
182.119.170.196,1
224.70.219.242,1
131.201.217.31,1
167.146.18.255,1
236.21.171.123,1
152.224.214.55,1
20.78.204.82,1
168.180.125.226,1
142.191.88.15,1
162.219.175.251,1
206.53.97.25,1
90.136.252.93,1
178.50.162.185,1
179.111.12.112,1
101.201.83.41,1
21.164.234.210,1
227.107.83.246,1
41.35.57.248,1
210.110.67.180,1
94.248.142.100,1
142.162.99.151,1
212.210.91.106,1
39.69.150.231,1
212.246.16.233,1
228.89.147.57,1
170.107.224.198,1
42.176.80.104,1
236.225.54.248,1
47.85.112.27,1
38.105.166.43,1
38.178.220.254,1
157.18.184.186,1
177.196.194.14,1
238.97.237.114,1
14.227.184.98,1
159.78.33.252,1
189.74.187.30,1
14.222.128.152,1
86.45.55.99,1
177.174.207.167,1
171.66.179.172,1
82.6.162.36,1
72.134.88.224,1
54.120.64.120,1
173.76.205.237,1
84.194.173.132,1
52.68.42.173,1
216.240.12.198,1
214.120.189.142,1
94.87.245.118,1
166.108.171.92,1
146.255.184.233,1
175.24.0.182,1
111.166.32.161,1
182.228.198.100,1
149.179.19.87,1
33.136.41.162,1
34.57.44.84,1
248.122.171.29,1
159.97.141.173,1
249.68.112.90,1
241.111.26.183,1
247.131.123.155,1
107.5.197.80,1
145.115.188.33,1
11.175.211.194,1
120.60.54.40,1
74.69.127.96,1
100.148.118.93,1
236.100.243.0,1
31.128.206.163,1
32.203.58.89,1
82.135.153.27,1
175.90.88.55,1
133.174.191.77,1
198.189.8.45,1
118.30.245.190,1
174.89.62.131,1
60.137.165.154,1
211.150.86.90,1
149.48.161.238,1
156.47.240.103,1
81.0.116.14,1
154.50.158.53,1
127.209.134.2,1
92.22.186.133,1
210.48.84.169,1
58.216.203.177,1
143.172.196.110,1
69.227.85.174,1
190.46.228.227,1
159.200.10.253,1
138.238.193.85,1
120.68.178.250,1
38.187.69.84,1
215.111.7.51,1
89.173.224.244,1
93.22.241.184,1
31.159.47.118,1
241.251.9.163,1
57.127.253.189,1
227.16.175.212,1
246.193.37.25,1
252.99.242.137,1
224.37.2.21,1
119.165.174.185,1
25.246.43.194,1
243.98.86.235,1
165.189.108.214,1
142.90.153.132,1
88.85.179.68,1
212.82.193.87,1
83.51.164.255,1
173.111.141.62,1
122.222.117.242,1
237.97.94.141,1
118.194.248.70,1
142.193.170.42,1
121.237.120.142,1
150.118.183.177,1
150.118.171.221,1
152.231.186.253,1
223.205.240.18,1
217.169.18.45,1
41.85.190.207,1
157.185.229.94,1
39.92.198.85,1
50.9.208.135,1
76.33.48.200,1
206.83.81.164,1
194.229.37.13,1
100.153.0.212,1
25.128.139.210,1
137.200.215.153,1
128.139.105.24,1
53.173.4.218,1
169.166.5.159,1
107.151.105.106,1
232.143.30.221,1
51.36.187.196,1
176.237.94.183,1
195.161.105.94,1
173.44.150.10,1
204.64.61.24,1
149.75.147.66,1
221.60.48.39,1
206.204.184.132,1
68.238.67.52,1
83.133.190.17,1
130.94.219.248,1
190.26.97.23,1
164.93.23.250,1
196.205.131.126,1
242.151.154.191,1
38.225.3.192,1
20.236.49.16,1
125.196.254.18,1
127.83.7.201,1
105.245.243.161,1
217.84.250.140,1
168.239.164.67,1
127.175.24.246,1
56.85.167.87,1
177.30.231.71,1
73.164.249.218,1
137.185.189.142,1
111.168.73.51,1
170.133.196.120,1
46.174.245.60,1
125.191.116.191,1
147.242.51.127,1
53.201.18.234,1
156.254.158.110,1
119.114.218.183,1
140.208.169.125,1
186.0.186.33,1
63.168.124.183,1
129.180.159.165,1
39.87.66.80,1
40.145.244.21,1
78.132.105.30,1
39.225.157.157,1
92.163.48.90,1
60.84.83.229,1
96.172.143.168,1
130.95.91.189,1
164.180.23.66,1
176.132.121.83,1
233.180.41.193,1
38.12.226.40,1
234.237.162.59,1
113.224.2.78,1
236.190.2.22,1
236.229.202.179,1
103.157.124.67,1
247.73.215.215,1
33.222.224.7,1
217.157.190.146,1
61.114.52.45,1
96.33.195.205,1
56.68.4.59,1
220.170.143.15,1
244.226.37.218,1
192.104.98.122,1
39.32.226.13,1
130.3.172.93,1
193.167.246.85,1
108.218.136.79,1
213.187.55.16,1
212.1.17.17,1
162.236.17.112,1
207.79.40.175,1
97.133.167.225,1
191.203.69.132,1
51.249.132.4,1
199.5.103.74,1
84.173.200.193,1
83.33.9.133,1
218.255.13.168,1
155.22.187.163,1
129.141.214.145,1
103.164.176.22,1
199.40.221.55,1
183.51.242.168,1
17.129.134.70,1
223.39.26.67,1
60.11.1.204,1
222.90.168.144,1
223.72.226.231,1
72.155.103.73,1
223.75.96.183,1
127.241.103.41,1
165.187.112.214,1
79.2.119.7,1
37.62.182.2,1
94.67.252.27,1
241.224.213.110,1
70.249.244.130,1
216.111.250.210,1
207.228.32.1,1
204.206.21.75,1
162.79.102.251,1
59.245.128.141,1
96.30.203.89,1
222.187.194.39,1
96.179.23.220,1
181.17.119.6,1
21.143.136.96,1
88.43.191.247,1
149.199.91.247,1
188.122.19.74,1
51.99.73.86,1
122.109.231.235,1
21.134.77.229,1
78.219.241.116,1
67.17.213.172,1
54.18.208.119,1
229.119.210.172,1
163.36.57.227,1
23.119.178.234,1
88.56.120.239,1
126.197.97.11,1
145.229.18.139,1
129.43.245.161,1
31.29.230.253,1
49.97.237.200,1
116.60.79.56,1
229.2.107.64,1
227.16.38.164,1
138.216.131.100,1
141.31.174.124,1
252.15.62.148,1
253.22.82.3,1
191.233.10.121,1
247.225.32.17,1
